"Name","googleScholarId","title","author","journal","number","cites","year","cid","pubid"
"Susan D. Hyde","Vf9sEI8AAAAJ","In the Eyes of Donor Publics","S Dietrich, SD Hyde, MS Winters","Perspectives",NA,1,2016,13744966940027392000,"-f6ydRqryjwC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Voter Fraud in the United States: Real or Imagined?","SD Hyde","Election Law Journal","10 (3), 319-321",1,2011,17897440368141402112,"4DMP91E08xMC"
"Thad Dunning","IdAMXPUAAAAJ","Brokers, voters, and clientelism: The puzzle of distributive politics","SC Stokes, T Dunning, M Nazareno, V Brusco","Cambridge University Press",NA,1472,2013,13875645351126364160,"UeHWp8X0CEIC"
"Thad Dunning","IdAMXPUAAAAJ","Crude democracy: Natural resource wealth and political regimes","T Dunning","Cambridge University Press",NA,954,2008,14349988794621931520,"u5HHmVD_uO8C"
"Thad Dunning","IdAMXPUAAAAJ","Natural experiments in the social sciences: a design-based approach","T Dunning","Cambridge University Press",NA,934,2012,2872789967786620416,"2osOgNQ5qMEC"
"Thad Dunning","IdAMXPUAAAAJ","Conditioning the effects of aid: Cold War politics, donor credibility, and democracy in Africa","T Dunning","International Organization","58 (2), 409-423",652,2004,2260178099601948416,"u-x6o8ySG0sC"
"Thad Dunning","IdAMXPUAAAAJ","Resource dependence, economic performance, and political stability","T Dunning","Journal Of Conflict Resolution","49 (4), 451-482",405,2005,14179360614283198464,"d1gkVwhDpl0C"
"Thad Dunning","IdAMXPUAAAAJ","Improving causal inference: Strengths and limitations of natural experiments","T Dunning","Political Research Quarterly","61 (2), 282-293",397,2008,5559160706078313472,"9yKSN-GCB0IC"
"Thad Dunning","IdAMXPUAAAAJ","Cross-cutting cleavages and ethnic voting: An experimental study of cousinage in Mali","T Dunning, L Harrison","American Political Science Review","104 (1), 21-39",367,2010,1865868011356078336,"IjCSPb-OGe4C"
"Thad Dunning","IdAMXPUAAAAJ","In search of the missing resource curse [with comments]","D Lederman, WF Maloney, T Dunning, CA Shelton","Economía","9 (1), 1-57",321,2008,14788916026733283328,"qjMakFHDy7sC"
"Thad Dunning","IdAMXPUAAAAJ","Ethnic quotas and political mobilization: caste, parties, and distribution in Indian village councils","T Dunning, J Nilekani","American Political Science Review","107 (1), 35-56",247,2013,5152948605181646848,"Y0pCki6q_DkC"
"Thad Dunning","IdAMXPUAAAAJ","Fighting and voting: Violent conflict and electoral politics","T Dunning","Journal Of Conflict Resolution","55 (3), 327-339",226,2011,13347196631917701120,"Tyk-4Ss8FVUC"
"Thad Dunning","IdAMXPUAAAAJ","Information, accountability, and cumulative learning: Lessons from Metaketa I","T Dunning, G Grossman, M Humphreys, SD Hyde, C McIntosh, G Nellis","Cambridge University Press",NA,125,2019,6082632620759479296,"1sJd4Hv_s6UC"
"Thad Dunning","IdAMXPUAAAAJ","Oil and the political economy of conflict in Colombia and beyond: A linkages approach","T Dunning, L Wirpsa","Geopolitics","9 (1), 81-108",115,2004,377817375359960192,"W7OEmFMy1HYC"
"Thad Dunning","IdAMXPUAAAAJ","Model specification in instrumental-variables regression","T Dunning","Political Analysis","16 (3), 290-302",101,2008,17150077780470259712,"zYLM7Y9cAGgC"
"Thad Dunning","IdAMXPUAAAAJ","Race, resources, and representation: evidence from Brazilian politicians","NS Bueno, T Dunning","World Politics","69 (2), 327-365",82,2017,15389360470377248768,"_kc_bZDykSQC"
"Thad Dunning","IdAMXPUAAAAJ","Globalization and the left in Latin America","S Stokes","Manuscrito No Publicado",NA,62,2009,8360047876169094144,"zA6iFVUQeVQC"
"Thad Dunning","IdAMXPUAAAAJ","Voter information campaigns and political accountability: Cumulative findings from a preregistered meta-analysis of coordinated trials","T Dunning, G Grossman, M Humphreys, SD Hyde, C McIntosh, G Nellis, ...","Science Advances","5 (7), eaaw2612",60,2019,12539806746744707072,"P5F9QuxV20EC"
"Thad Dunning","IdAMXPUAAAAJ","Design-based inference: Beyond the pitfalls of regression analysis?","T Dunning","Rethinking Social Inquiry: Diverse Tools, Shared Standards","273-311",56,2010,9564785343991844864,"YsMSGLbcyi4C"
"Thad Dunning","IdAMXPUAAAAJ","Endogenous oil rents","T Dunning","Comparative Political Studies","43 (3), 379-410",50,2010,6588541120908064768,"WF5omc3nYNoC"
"Thad Dunning","IdAMXPUAAAAJ","Will the digital revolution revolutionize development? Drawing together the debate","T Boas, T Dunning, J Bussell","Studies In Comparative International Development","40 (2), 95-110",47,2005,15754058531154255872,"eQOLeE2rZwMC"
"Thad Dunning","IdAMXPUAAAAJ","Modeling selection effects","T Dunning, DA Freedman, S Turner, W Outhwaite","The Handbook Of Social Science Methodology, Eds. Steven Turner And William …",NA,35,2007,3433504603520576512,"Se3iqnhoufwC"
"Thad Dunning","IdAMXPUAAAAJ","Transparency, replication, and cumulative learning: What experiments alone cannot achieve","T Dunning","Annual Review Of Political Science","19, S1-S23",34,2016,6366555349862804480,"L8Ckcad2t8MC"
"Thad Dunning","IdAMXPUAAAAJ","From transplants to hybrids: exploring institutional pathways to growth","T Dunning, G Pop-Eleches","Studies In Comparative International Development","38 (4), 3-29",30,2004,5967942545186209792,"ufrVoPGSRksC"
"Thad Dunning","IdAMXPUAAAAJ","Positive vs. negative incentives for compliance: Evaluating a randomized tax holiday in uruguay","T Dunning, F Monestier, R Piñeiro, F Rosenblatt, G Tuñón","Negative Incentives For Compliance: Evaluating A Randomized Tax Holiday In …",NA,22,2015,4723445142138408960,"isC4tDSrTZIC"
"Thad Dunning","IdAMXPUAAAAJ","Contingency and Determinism in Research on Critical Junctures: Avoiding the"" Inevitability Framework""","T Dunning","Qualtiative And Multi-Method Research","15 (1), 41-47",13,2017,18441427382020728832,"pyW8ca7W8N0C"
"Thad Dunning","IdAMXPUAAAAJ","The politics of language, race, and class: Experimental evidence from South Africa","T Dunning","Capers Paper",NA,11,2010,16840055587766835200,"KlAtU1dfN6UC"
"Thad Dunning","IdAMXPUAAAAJ","Metaketa I: Information, accountability, and cumulative learning","T Dunning, G Grossman, M Humphreys, SD Hyde, C McIntosh, G Nellis","Cambridge University Press",NA,9,2018,7504820542992057344,"bFI3QPDXJZMC"
"Thad Dunning","IdAMXPUAAAAJ","Classic questions, new context: Development in an era of bits and bytes","T Boas, T Dunning","Studies In Comparative International Development","40 (2), 3",9,2005,11286818712797919232,"0EnyYjriUFMC"
"Thad Dunning","IdAMXPUAAAAJ","Transparency and reproducibility in multi-method research","T Dunning, F Rosenblatt","Revista De Ciencia Política","36 (3), 773-783",7,2016,13732484733508925440,"2P1L_qKh6hAC"
"Thad Dunning","IdAMXPUAAAAJ","Does Oil Promote Democracy?: Regime Change in Rentier States","T Dunning","Proquest",NA,7,2006,1536268658051037184,"Zph67rFs4hoC"
"Thad Dunning","IdAMXPUAAAAJ","Authoritarianism and Democracy in rentier states","T Dunning","Chapter I, Department Of Political Science, University Of Berkeley …",NA,6,2005,16061215557183819776,"hMod-77fHWUC"
"Thad Dunning","IdAMXPUAAAAJ","Under what conditions does performance information influence voting behavior? Lessons from Benin","C Adida, J Gottlieb, E Kramon, G McClendon, T Dunning, G Grossman, ...","Metaketa I: The Limits Of Electoral Accountability","81-117",5,2019,5458029919824221184,"738O_yMBCRsC"
"Thad Dunning","IdAMXPUAAAAJ","Natural Experiments","T Dunning","Draft Entry For The International Encyclopedia Of Political Science","2",5,2010,5358483635664404480,"YOwf2qJgpHMC"
"Thad Dunning","IdAMXPUAAAAJ","When Formal Institutions Are Not Enough: Caste, Party Politics, and Distribution in Indian Village Councils","T Dunning, J Nilekani","Department Of Political Science, Yale University","5",5,2009,16192485037801420800,"3fE2CSJIrl8C"
"Thad Dunning","IdAMXPUAAAAJ","Informational interventions: Theory and measurement","T Dunning, G Grossman, M Humphreys, SD Hyde, C McIntosh, G Nellis","Metaketa I: Information, Accountability, And Cumulative Learning",NA,4,2019,3359068870498470912,"SP6oXDckpogC"
"Thad Dunning","IdAMXPUAAAAJ","Does oil promote democracy","T Dunning","Regime Change In Rentier State",NA,4,2006,11850666902062092288,"3s1wT3WcHBgC"
"Thad Dunning","IdAMXPUAAAAJ","Natural and Field Experiments in the Study of Latin American Politics","T Dunning","Routledge Handbook Of Latin American Politics","474-493",3,2013,17643395882690439168,"mVmsd5A6BfQC"
"Thad Dunning","IdAMXPUAAAAJ","Decentralization and Ethnic Diversity","T Dunning","Decentralized Governance And Accountability: Academic Research And The …",NA,2,2019,11416860869211271168,"fPk4N6BV_jEC"
"Thad Dunning","IdAMXPUAAAAJ","The metaketa initiative","T Dunning, G Grossman, M Humphreys, SD Hyde, CM McIntosh","Cambridge Studies In Comparative Politics, Cambridge University Press …",NA,2,2019,602354863815511808,"UxriW0iASnsC"
"Thad Dunning","IdAMXPUAAAAJ","Instrumental Variables","T Dunning","Prepared For Inclusion In The International Encyclopedia Of Political Science",NA,2,2010,12623659447410360320,"bEWYMUwI8FkC"
"Thad Dunning","IdAMXPUAAAAJ","Cross-Cutting Cleavages and Ethnic Voting: Results from an Experiment in Mali","T Dunning, L Harrison","American Politcal Science Review","104, 107, 107",2,2010,13666397663151681536,"4DMP91E08xMC"
"Thad Dunning","IdAMXPUAAAAJ","Natural resources and democracy in latin america","T Dunning","Ibrd Background Paper, September","14",2,2009,5373811156092377088,"qxL8FJ1GzNcC"
"Thad Dunning","IdAMXPUAAAAJ","Brokering Inclusion","T Dunning, LM Novaes","The Inclusionary Turn In Latin American Democracies","219",1,2021,12394210846174539776,"tS2w5q8j5-wC"
"Thad Dunning","IdAMXPUAAAAJ","Improving causal inference: strengths and limitations of natural experiments.","T Dunning","Revista Debates","9 (1)",1,2015,2187997056805832960,"M3NEmzRMIkIC"
"Thad Dunning","IdAMXPUAAAAJ","Introduction: why natural experiments?.","T DUNNING","Cambridge University Press",NA,1,2012,9178280903567052800,"4fKUyHm3Qg0C"
"Thad Dunning","IdAMXPUAAAAJ","In Search of the Missing Resource Curse Comment","T Dunning, CA Shelton","Economia-Journal Of The Latin American And Caribbean Economic Association","9 …",1,2008,3188620697878508032,"NMxIlDl6LWMC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Liberal protectionism: The international politics of organized textile trade","VK Aggarwal","University Of California Press",NA,485,1985,1959373910164578816,"Y0pCki6q_DkC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Institutional designs for a complex world: Bargaining, linkages, and nesting","VK Aggarwal","Cornell University Press",NA,354,2019,4821213108343103488,"t6usbXjVLHcC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Debt games: strategic interaction in international debt rescheduling","VK Aggarwal","Cambridge University Press",NA,233,1996,7457095669595516928,"HDshCWvjkbEC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Bilateral trade agreements in the Asia-Pacific: Origins, evolution, and implications","V Aggarwal, S Urata","Routledge",NA,171,2013,3119357741268541440,"V3AGJWp-ZtQC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","EU trade strategies: between regionalism and globalism","VK Aggarwal, EA Fogarty","Palgrave Macmillan",NA,171,2004,14259692756883478528,"u_35RYKgDlwC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Asia-Pacific Cross Roads","V Aggarwal, C Morrison","Palgrave Macmillion",NA,164,1998,1265874812230687744,"b0M2c_1WBrUC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","The dynamics of negotiated protectionism","VK Aggarwal, RO Keohane, DB Yoffie","American Political Science Review","81 (2), 345-366",144,1987,13162672903401646080,"abG-DnoFyZgC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Reconciling multiple institutions: Bargaining, linkages, and nesting","VK Aggarwal","Cornell University Press",NA,132,1998,17555455895941337088,"J-pR_7NvFogC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Asia’s new institutional architecture: Evolving structures for managing trade, financial, and security relations","VK Aggarwal, MG Koo","Springer","1-34",122,2008,1.21570844893541e+38,"ZHo1McVdvXMC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Beyond network power? The dynamics of formal economic integration in Northeast Asia","VK Aggarwal, MG Koo","The Pacific Review","18 (2), 189-216",109,2005,18254953176731711488,"olpn-zPbct0C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","The perils of consensus: how ASEAN's meta-regime undermines economic and environmental cooperation","VK Aggarwal, JT Chow","Review Of International Political Economy","17 (2), 262-290",103,2010,12602408560287268864,"4OULZ7Gr8RgC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Between regionalism and globalism: European Union Transregional and inter-regional trade strategies","VK Aggarwal, EA Fogarty","European Union Trade Strategies: Between Globalism And Regionalism",NA,96,2004,15085071740093435904,"K3LRdlH-MEoC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Building international institutions in Asia-Pacific","VK Aggarwal","Asian Survey","33 (11), 1029-1042",92,1993,1.41655680226e+19,"dshw04ExmUIC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Pacific Cooperation: Building Economic and Security Regimes in the Asia-Pacific Region","J Ravenhill, V Aggarwal, PM Evans, P Kerr","Routledge",NA,90,2019,6207625674975490048,"86PQX7AUzd4C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","The limits of interregionalism: The EU and North America","VK Aggarwal, EA Fogarty","European Integration","27 (3), 327-346",86,2005,8529286586764910592,"r0BpntZqJG4C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Explaining trends in EU interregionalism","VK Aggarwal, EA Fogarty","European Union Trade Strategies: Between Globalism And Regionalism","207-240",85,2004,13273275980924311552,"NhqRSupF_l8C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Goods, games, and institutions","VK Aggarwal, C Dupont","International Political Science Review","20 (4), 393-409",82,1999,74679362792482192,"u5HHmVD_uO8C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","The unraveling of the Multi-Fiber Arrangement, 1981: an examination of international regime change","VK Aggarwal","International Organization","37 (4), 617-645",78,1983,16537162890565234688,"8AbLer7MMksC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Comparing regional cooperation efforts in the Asia-Pacific and North America","V Aggarwal","Pacific Cooperation","40-65",77,2019,7697942396766606336,"e5wmG9Sq2KIC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","A fragmenting global economy: A weakened WTO, mega FTAs, and murky protectionism","VK Aggarwal, S Evenett","Mega Ftas, And Murky Protectionism (December","2013)",56,2013,235859198753176960,"d1gkVwhDpl0C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Corporate market and nonmarket strategies in Asia: A conceptual framework","VK Aggarwal","Business And Politics","3 (2), 89-108",56,2001,12771426892747497472,"D03iK_w7-QYC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Undermining the WTO: the case against'open sectoralism'","VK Aggarwal, J Ravenhill","Honolulu: East-West Center",NA,55,2001,5992776656813231104,"mVmsd5A6BfQC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Financial crisis,“new” industrial policy, and the bite of multilateral trade rules","VK Aggarwal, SJ Evenett","Asian Economic Policy Review","5 (2), 221-244",52,2010,9364193163186606080,"JV2RwH3_ST0C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Industrial policy choice during the crisis era","VK Aggarwal, SJ Evenett","Oxford Review Of Economic Policy","28 (2), 261-283",48,2012,11714466480731918336,"g5m5HwL7SMYC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","The strategic dynamics of Latin American trade","VK Aggarwal, RH Espach, JS Tulchin","Stanford University Press",NA,47,2004,1.8139035798052e+19,"bnK-pcrLprsC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Analyzing institutional transformation in the Asia-Pacific","VK Aggarwal","Palgrave Macmillion","23-61",45,1998,10096477898828216320,"HbR8gkJAVGIC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","US free trade agreements and linkages","VK Aggarwal","International Negotiation","18 (1), 89-110",44,2013,16546670634223620096,"5Ul4iDaHHb8C"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","International Debt Threat: Bargaining Among Creditors and Debtors in the 1980's","VK Aggarwal","University Of California International And",NA,44,1987,15782497223354898432,"D_sINldO8mEC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","The evolution of APEC and ASEM: Implications of the new East Asian bilateralism","MG Koo, V Aggarwal","European Journal Of East Asian Studies","4 (2), 233-262",39,2005,14713872732861546496,"KlAtU1dfN6UC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Interpreting the history of Mexico's external debt crises","VK Aggarwal","Federal Reserve Bank Of San Francisco",NA,39,1988,16692649696153522176,"LPZeul_q3PIC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Collaboration and coordination in the global political economy","VK Aggarwal, C Dupont","Global Political Economy","28-49",36,2004,3327625331582949888,"roLk4NBRz8UC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Linking trade and security: Evolving institutions and strategies in Asia, Europe, and the United States","VK Aggarwal, K Govella","Springer,",NA,34,2013,16781232369806118912,"CHSYGLWDkRkC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Mexican meltdown: states, markets and post-NAFTA financial turmoil","MA Cameron, VK Aggarwal","Third World Quarterly","17 (5), 975-988",33,1996,3830921826131097600,"0EnyYjriUFMC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Mega-FTAs and the Trade-Security Nexus: The Trans-Pacific Partnership (TPP) and the Regional Comprehensive Economic Partnership (RCEP)","VK Aggarwal","Honolulu, Hi: East-West Center",NA,31,2016,16850040529749532672,"fQNAKQ3IYiAC"
"Vinod K. Aggarwal","WEyR-hoAAAAJ","Do WTO rules preclude industrial policy? Evidence from the global economic crisis","VK Aggarwal, SJ Evenett","Business And Politics","16 (4), 481-509",30,2014,5803340264826352640,"Wp0gIr-vW9MC"
